x,y,z,time
2.491480,-0.649951,2.446875,72490101746066.000000
0.742346,0.449231,2.081543,72491501569191.000000
-0.507642,-0.606409,-3.137183,72491701800285.000000
-2.283325,0.400378,-0.703052,72491903749503.000000
-0.795447,0.347278,-1.613196,72492102250753.000000
-0.066907,-0.564990,1.191577,72492304203461.000000
0.865540,0.340906,1.754443,72492702872628.000000
-0.463037,-0.572424,-3.095764,72492903649034.000000
-1.732141,0.172046,-1.082190,72493103289607.000000
-0.710486,0.036108,-1.168213,72493303508149.000000
0.915454,-0.374890,1.425220,72493503714086.000000
1.316895,0.722168,2.933276,72493704275336.000000
0.498084,0.240015,1.619568,72493905963721.000000
0.168860,-1.453894,-3.540747,72494105618148.000000
-2.742114,0.168860,-1.413538,72494305053565.000000
-0.637207,0.105139,-1.439026,72494505488409.000000
1.357251,-0.454541,1.222376,72494705084033.000000
0.541626,0.581982,3.495081,72494905253200.000000
0.226208,-0.065845,-0.317542,72495105878773.000000
-1.877637,0.129565,-3.279492,72495305680804.000000
-0.243201,0.425867,-0.911206,72495506566585.000000
-1.568591,0.064783,-1.182019,72495706184033.000000
2.547766,-0.716858,2.149512,72495906316637.000000
0.930322,0.396130,3.286926,72496107933825.000000
0.008496,-0.480029,-2.043311,72496306775075.000000
-3.296484,0.882532,-1.179895,72496507971741.000000
-0.788013,0.336658,-1.616382,72496707278356.000000
1.510181,0.224084,3.481274,72497109350751.000000
2.360852,-0.223022,1.631250,72497308169814.000000
-1.841528,-0.698804,-3.210461,72497508054397.000000
-1.759753,0.098767,-0.532068,72497708316220.000000
-1.186267,0.174170,-1.487878,72497908494709.000000
0.793323,-0.368518,0.930322,72498109178772.000000
1.251050,0.282495,3.274182,72498308962626.000000
-0.201782,0.333472,-0.397192,72498509431063.000000
-1.106616,0.124255,-2.582813,72498709397730.000000
-1.071570,0.670129,-0.953687,72498911333251.000000
-1.043958,-0.028674,-1.390173,72499109804709.000000
2.241907,-0.849609,2.077295,72499310470542.000000
0.823059,0.715796,2.736804,72499511083980.000000
-0.669067,-0.218774,-1.577087,72499710499917.000000
-2.487231,0.482153,-1.563281,72499910698823.000000
-0.246387,0.014868,-1.249988,72500111810177.000000
-0.717920,-0.091333,-0.769958,72500312021011.000000
1.881885,-0.547998,0.999353,72500512400333.000000
1.360437,0.456665,2.746362,72500712152312.000000
-0.970679,0.409937,-0.831555,72500911752104.000000
-1.305212,0.050977,-1.972156,72501111993146.000000
0.501270,0.090271,-1.281848,72501313258823.000000
-0.835803,0.126379,-0.968555,72501512472104.000000
2.957703,-0.946252,1.668420,72501713050958.000000
1.273352,0.555432,3.301795,72501912832989.000000
-1.092810,0.397192,-1.116174,72502113667520.000000
-0.830493,-0.358960,-1.994458,72502313898249.000000
0.310107,-0.384448,-1.770374,72502513521218.000000
-0.950500,-0.118945,0.863416,72502713714760.000000
2.975757,-0.314355,2.245093,72502914369707.000000
1.191577,0.461975,2.059241,72503114153718.000000
-0.679688,-0.765710,-2.684766,72503314644603.000000
-1.747009,-0.246387,0.324976,72503514959238.000000
0.362146,0.057349,-1.051392,72503715258249.000000
-1.040771,-0.132751,-0.501270,72503915645488.000000
2.213233,-0.261255,2.205798,72504115217780.000000
0.911206,0.434363,1.603638,72504315451634.000000
-0.057349,-0.631897,-2.010388,72504515902728.000000
-2.145264,0.498084,-0.488525,72504716573405.000000
-0.508704,0.000000,-1.560095,72504916153769.000000
-0.064783,-0.211340,0.550122,72505116328300.000000
1.551599,0.026550,3.007617,72505316573404.000000
-0.108325,0.364270,-0.103015,72505516732988.000000
-0.755090,-0.132751,-2.426697,72505716980540.000000
-0.508704,0.047791,-0.927136,72505918379081.000000
-0.482153,-0.054163,-1.060950,72506118736633.000000
1.581335,-0.552246,1.506995,72506317622467.000000
1.136353,0.301611,2.141016,72506517842050.000000
0.013806,0.169922,-0.284619,72506718506685.000000
-0.406751,-0.050977,-1.581335,72506918844185.000000
0.025488,0.176294,-0.981299,72507119838925.000000
-0.870850,0.045667,-0.958997,72507319083404.000000
