x,y,z,time
8.034941,-2.260126,-0.502782,72983714708482.000000
7.369353,-2.609680,-0.579397,72983853918014.000000
13.919888,-4.601655,-0.239420,72984014212388.000000
12.492945,-4.936844,1.240196,72984153718795.000000
10.572795,-3.059790,0.641646,72984214453066.000000
7.613562,-3.687071,1.259350,72984255106503.000000
5.951985,-4.141969,0.900220,72984294526347.000000
5.458780,-4.970363,0.699107,72984313915357.000000
5.319916,-4.821922,1.058237,72984354167597.000000
5.607220,-3.993528,1.426944,72984375255826.000000
5.951985,-3.447650,1.680730,72984416414888.000000
7.417237,-3.993528,1.345541,72984455544367.000000
9.107543,-4.453215,1.661576,72984474038326.000000
12.277467,-5.228937,1.335965,72984514812545.000000
12.765883,-5.497087,1.230620,72984535345305.000000
13.110648,-5.391742,1.139640,72984554144940.000000
13.110648,-5.602432,1.541866,72984596013274.000000
13.345281,-6.033388,1.742979,72984614748117.000000
12.334928,-6.627151,1.436521,72984674294367.000000
13.014880,-5.544971,0.804452,72984734877649.000000
12.847286,-5.042189,0.354342,72984755180826.000000
11.774684,-4.232949,0.134075,72984775828899.000000
11.075577,-3.342306,0.071826,72984794417076.000000
9.883265,-2.825158,0.268151,72984815062336.000000
7.843405,-2.858677,0.263362,72984855029055.000000
6.665458,-3.040636,0.124498,72984895259263.000000
6.627151,-3.136404,-0.090980,72984914535669.000000
7.872135,-2.743755,-0.689530,72984994644159.000000
11.789049,-4.271256,-1.254562,72985055230826.000000
10.405201,-4.817134,-0.847547,72985114739576.000000
10.515334,-4.577713,-0.090980,72985135325565.000000
12.033257,-5.046977,0.713472,72985154769628.000000
12.919112,-5.511452,2.394202,72985237600513.000000
12.990938,-5.420473,3.433285,72985255451346.000000
13.326127,-4.611232,2.686294,72985274911294.000000
11.496957,-3.371036,1.398214,72985336386555.000000
9.993398,-2.949656,1.766921,72985354981398.000000
8.786720,-3.217807,2.293645,72985375577700.000000
6.947973,-3.936068,1.690306,72985415622961.000000
5.808333,-4.041412,1.642422,72985437305513.000000
5.209783,-4.386178,1.623269,72985455658898.000000
4.955997,-4.271256,1.326388,72985475167440.000000
6.339846,-3.600879,1.704672,72985555598377.000000
12.210428,-5.157111,1.005565,72985636318638.000000
13.062764,-5.612009,0.919373,72985655945252.000000
13.685257,-5.904101,0.742203,72985695925461.000000
13.565547,-6.033388,1.570596,72985737200252.000000
13.508086,-6.277597,1.537078,72985755505252.000000
12.545617,-6.521805,1.182736,72985776018273.000000
10.606314,-6.354211,1.067814,72985795918013.000000
11.042058,-6.483498,0.723049,72985836876190.000000
11.741165,-6.521805,0.660800,72985856203221.000000
10.831368,-4.098873,0.277727,72985955654315.000000
8.135497,-2.504335,0.023942,72986017635877.000000
6.885724,-3.026271,-0.009577,72986097087336.000000
7.216124,-3.208230,-0.234632,72986136592596.000000
8.030152,-3.576937,-0.464475,72986155925929.000000
11.889606,-4.367024,-0.976834,72986218167283.000000
11.899182,-4.084508,-0.986411,72986236927700.000000
11.425131,-4.563348,0.110133,72986275994367.000000
12.832921,-4.405331,1.106121,72986316038273.000000
12.899959,-5.023035,1.680730,72986357273013.000000
12.354081,-5.851429,3.672705,72986377475252.000000
12.627020,-6.033388,4.261679,72986396215408.000000
13.426683,-5.157111,2.624045,72986416824731.000000
9.385271,-2.284068,1.580173,72986476682179.000000
7.852982,-1.762132,1.508347,72986496850669.000000
6.215348,-2.896984,1.556231,72986537169158.000000
5.458780,-3.117251,1.053449,72986577080044.000000
5.238513,-3.155558,0.814029,72986597352908.000000
5.501875,-3.500323,0.512359,72986616917544.000000
6.186617,-3.567361,0.598550,72986637405512.000000
7.718906,-3.816358,1.201889,72986676519262.000000
7.987057,-4.108450,1.551443,72986697005408.000000
7.762002,-4.146757,1.934515,72986716567127.000000
11.319786,-5.281609,1.939303,72986777080773.000000
14.561535,-5.334281,1.091756,72986817247023.000000
13.397953,-5.315128,1.340753,72986837599627.000000
13.776237,-6.172252,2.341529,72986877280252.000000
11.693281,-6.560112,1.661576,72986938048689.000000
10.223241,-6.550536,1.441309,72986956764471.000000
11.137826,-6.555324,0.905008,72986977308950.000000
11.506534,-6.483498,0.842759,72986997850825.000000
10.975020,-5.602432,0.536301,72987038636658.000000
9.528923,-4.419696,0.373495,72987076926085.000000
8.389283,-3.734955,0.804452,72987117369731.000000
8.140285,-3.730166,0.646434,72987138090773.000000
8.169016,-3.548207,0.517148,72987157017804.000000
8.623915,-3.514688,-0.004788,72987197000304.000000
8.920795,-3.145981,-0.335188,72987257625044.000000
9.155427,-3.351882,-0.545878,72987317979106.000000
10.414778,-3.821146,-0.775721,72987357149262.000000
11.224017,-4.146757,-0.972046,72987377746606.000000
10.591949,-4.352659,-0.703895,72987417935304.000000
9.739613,-4.252102,-0.129287,72987439571971.000000
10.285490,-4.438850,0.306458,72987457846502.000000
11.463438,-4.453215,1.527501,72987537905095.000000
12.258312,-3.869030,1.929727,72987578630616.000000
13.235147,-2.892196,0.909797,72987618195095.000000
12.129025,-2.839523,0.924162,72987639965668.000000
9.045294,-3.050213,1.561020,72987678345877.000000
7.388506,-3.323152,1.680730,72987698167908.000000
6.320693,-3.519476,1.484405,72987717575720.000000
5.463568,-3.983952,0.948104,72987758242022.000000
5.315128,-3.897760,0.794875,72987778826450.000000
5.679047,-4.448427,0.871489,72987797640981.000000
6.172252,-4.199430,1.039083,72987818330825.000000
7.603985,-5.075707,0.905008,72987858263897.000000
8.212111,-6.833052,1.503559,72987898943637.000000
8.504205,-7.192182,1.350330,72987917784262.000000
12.378023,-7.139510,1.034295,72987979166241.000000
12.119449,-6.708553,0.972046,72987997851918.000000
12.229582,-6.339846,1.158794,72988018426814.000000
13.474567,-5.990293,1.465251,72988058492074.000000
14.077906,-7.043741,1.302446,72988077955408.000000
11.860875,-7.125144,1.379060,72988118344470.000000
11.247959,-6.698977,1.292869,72988138571658.000000
12.291832,-6.244078,0.574608,72988158046866.000000
13.283031,-4.946421,0.038307,72988218673793.000000
11.803414,-4.122815,-0.282516,72988258739470.000000
10.673351,-4.022259,-0.282516,72988278179470.000000
8.772355,-3.303998,-0.493206,72988319040251.000000
8.236053,-2.796427,-0.598550,72988339169679.000000
7.594408,-2.705448,-0.641646,72988359024470.000000
7.402872,-2.585738,-0.474052,72988378820564.000000
6.526594,-2.710236,-0.689530,72988420273376.000000
6.373365,-1.977611,-0.909797,72988439354470.000000
6.684611,-2.193089,-0.900220,72988478603585.000000
7.110779,-2.877831,-0.823605,72988500880199.000000
8.834604,-3.596091,-1.072602,72988540857803.000000
9.983821,-3.897760,-1.101333,72988558482595.000000
10.467450,-4.276044,-0.857124,72988579042074.000000
12.627020,-5.497087,0.296881,72988619499991.000000
14.355634,-5.602432,0.373495,72988639994001.000000
15.279796,-5.157111,0.162806,72988659142022.000000
13.565547,-6.521805,2.533065,72988718650303.000000
13.101071,-5.152322,1.532289,72988758691397.000000
12.205640,-5.161899,1.086968,72988798750199.000000
11.185710,-5.090073,0.258574,72988819465668.000000
8.710106,-5.353435,0.497994,72988860058949.000000
11.056423,-10.050858,-1.728614,72988918889939.000000
3.840300,-3.232172,-0.258574,72988979484835.000000
6.473921,-4.821922,0.756568,72988999891032.000000
6.746861,-5.123591,1.244985,72989019550199.000000
14.010868,-6.263232,1.206678,72989181508012.000000
14.566323,-5.813122,1.426944,72989200243324.000000
14.580688,-5.942409,1.417367,72989219741709.000000
13.445837,-6.038177,1.000776,72989259809053.000000
12.129025,-5.808333,0.656011,72989279240095.000000
14.058752,-5.482722,-0.306458,72989339873168.000000
12.167333,-3.964798,-0.885855,72989399435824.000000
9.447520,-3.299210,-0.703895,72989440443376.000000
7.699753,-3.318364,-0.780510,72989479500147.000000
6.909666,-3.069367,-0.732626,72989520024418.000000
6.651093,-2.849100,-0.718261,72989545014730.000000
8.379706,-3.275268,-1.201889,72989640682543.000000
10.970232,-3.960010,-1.431733,72989700246709.000000
11.329363,-4.194642,-1.225831,72989719744886.000000
11.631032,-4.328717,-0.727837,72989740296397.000000
13.000515,-4.922479,-0.593762,72989760443845.000000
13.895947,-6.148310,1.838747,72989840854209.000000
8.820239,-3.825934,1.757344,72989980566970.000000
6.406884,-5.272032,1.067814,72990041654626.000000
5.846641,-4.678270,1.048660,72990060637907.000000
5.736507,-4.510676,1.197101,72990080164626.000000
6.268020,-3.371036,1.460463,72990120926709.000000
6.430826,-3.485958,1.321599,72990145070928.000000
7.671022,-4.587290,1.561020,72990181757959.000000
8.269572,-4.865018,1.493982,72990200262490.000000
9.595961,-5.343858,1.513135,72990220818844.000000
13.761871,-6.349423,0.656011,72990301078584.000000
14.044387,-5.784391,1.067814,72990360421292.000000
13.857639,-5.942409,0.866701,72990400450667.000000
10.745177,-6.133945,0.972046,72990421082334.000000
11.693281,-6.483498,0.718261,72990441496240.000000
13.115437,-6.028600,0.114922,72990501936344.000000
12.713211,-5.190629,-0.258574,72990520589782.000000
11.401189,-2.801216,-0.359130,72990562360876.000000
10.769119,-2.930503,-0.004788,72990581202959.000000
9.763555,-3.055001,-0.043096,72990601565615.000000
8.944737,-2.887407,-0.272939,72990641716344.000000
8.729259,-3.457227,-0.469264,72990661327542.000000
8.226477,-3.380613,-0.622492,72990702048115.000000
7.953538,-2.849100,-0.756568,72990743290407.000000
8.609550,-2.485181,-1.091756,72990782011292.000000
9.040505,-2.743755,-1.206678,72990800909886.000000
9.619903,-3.021482,-1.182736,72990821573428.000000
10.237606,-3.485958,-1.197101,72990861695667.000000
9.806650,-4.228160,-0.550666,72990902804105.000000
10.893618,-4.769250,-0.129287,72990921014678.000000
12.009315,-5.195418,0.373495,72990941599469.000000
13.043611,-5.310339,1.460463,72990981637959.000000
13.139379,-5.497087,2.518700,72991002087959.000000
13.895947,-6.009446,3.174711,72991021691188.000000
14.346057,-5.453991,2.633622,72991042319417.000000
14.293385,-3.581726,0.986411,72991061707438.000000
9.950302,-2.647987,1.115698,72991121248115.000000
6.842628,-4.960786,0.569820,72991201328844.000000
5.736507,-4.548983,0.344765,72991243580250.000000
5.856217,-4.271256,0.703895,72991281406709.000000
7.201759,-4.362236,0.857124,72991321462334.000000
9.519346,-5.544971,1.197101,72991382083479.000000
12.904747,-6.177041,0.526724,72991443266136.000000
12.559982,-5.908890,0.205901,72991462204365.000000
12.387600,-5.731719,0.641646,72991481633219.000000
14.513651,-5.286397,1.043872,72991522650511.000000
14.580688,-5.980716,1.197101,72991543321761.000000
11.942278,-6.603208,0.818817,72991584128063.000000
12.239159,-7.053318,0.234632,72991601744886.000000
13.077129,-5.755661,-0.028730,72991643299521.000000
11.817780,-3.897760,0.076614,72991681850302.000000
10.223241,-3.002329,-0.296881,72991722608427.000000
9.174581,-3.332729,-0.148441,72991742465771.000000
7.891289,-2.513912,-0.220267,72991782505563.000000
7.637504,-2.906561,-0.521936,72991803195146.000000
8.259995,-3.222595,-0.354342,72991882051344.000000
9.361329,-3.696647,-1.426944,72991942743063.000000
10.745177,-4.252102,-1.278504,72992002643948.000000
11.013328,-4.548983,-1.149217,72992023060979.000000
10.917560,-4.510676,-0.828394,72992043722281.000000
12.761095,-5.080496,-0.603339,72992082284833.000000
13.905523,-5.746084,1.407791,72992142902854.000000
14.456190,-6.598420,2.738967,72992162380771.000000
6.588843,-4.434062,1.426944,72992323429625.000000
5.841852,-4.668694,1.225831,72992383693948.000000
5.884948,-4.577713,1.379060,72992403591604.000000
6.129156,-4.635174,1.594538,72992423233896.000000
7.120356,-4.510676,2.681506,72992464602437.000000
7.402872,-4.410120,3.366248,72992482744364.000000
9.701305,-4.199430,2.647987,72992523345771.000000
13.345281,-3.730166,1.498770,72992563562594.000000
13.259089,-4.539406,2.049437,72992584349208.000000
13.096283,-5.137957,1.781286,72992602839156.000000
13.397953,-5.521029,1.359907,72992623423323.000000
13.455414,-6.081272,0.943315,72992663924104.000000
11.516110,-6.129156,0.359130,72992703548479.000000
11.262324,-6.502652,-0.339977,72992763486812.000000
11.669339,-5.731719,-0.502782,72992803053948.000000
10.390836,-4.486734,-0.483629,72992844097073.000000
8.729259,-3.385401,0.124498,72992923255250.000000
8.738836,-3.394978,0.057461,72992983838062.000000
9.021352,-3.045424,0.670376,72993024830198.000000
9.370906,-2.954445,0.296881,72993044323635.000000
10.347740,-3.342306,-0.459687,72993083893479.000000
10.893618,-3.629610,-0.469264,72993105264677.000000
11.458650,-3.907337,-0.244209,72993123416760.000000
11.286267,-4.386178,0.071826,72993144101656.000000
