x,y,z,time
-0.588355,-0.057349,-1.881885,73096757355991.000000
-0.498084,-0.033984,0.344092,73096957103543.000000
3.120190,-0.006372,3.152051,73097156952502.000000
1.183081,1.060950,2.711316,73097357839689.000000
-0.272937,-1.131042,-2.288635,73097557455783.000000
-3.018237,0.234705,-2.064551,73097758144897.000000
-1.007849,0.074341,-2.334302,73097957897241.000000
-0.182666,-0.588355,1.655676,73098158058543.000000
3.352771,0.012744,3.461096,73098358294272.000000
0.370642,0.855981,1.659924,73098558506616.000000
-0.047791,-1.300964,-3.643762,73098759283178.000000
-2.053931,0.132751,-1.668420,73098958947657.000000
-1.046082,0.083899,-1.629126,73099160926667.000000
1.378491,-0.538440,2.437317,73099359365886.000000
1.474072,0.860229,3.324097,73099559600574.000000
0.032922,-0.022302,0.058411,73099759796146.000000
-1.593018,-0.878284,-3.663940,73099960638594.000000
-0.514014,0.030798,-1.179895,73100160244584.000000
-1.055640,0.106201,-0.425867,73100360471146.000000
1.954102,-0.493835,1.956226,73100560671302.000000
1.036523,0.533130,3.013989,73100762062084.000000
-0.264441,-0.477905,-1.367871,73100961113854.000000
-2.186682,0.041418,-2.114465,73101161324375.000000
-0.229395,0.063721,-1.131042,73101362380104.000000
-0.971741,0.033984,0.220898,73101563075937.000000
2.302441,-0.339844,1.585584,73101761973229.000000
1.170337,0.374890,2.691138,73101962788958.000000
-0.676501,-0.631897,-1.966846,73102163219479.000000
-2.388464,0.349402,-0.703052,73102363535833.000000
-0.469409,-0.050977,-1.258484,73102562845208.000000
-1.059888,-0.074341,0.972803,73102763783489.000000
3.136121,-0.620215,1.088562,73102963927968.000000
0.516138,0.281433,1.557971,73103163504843.000000
-0.310107,-0.065845,-1.100244,73103364996770.000000
-1.728955,0.452417,-1.087500,73103563923645.000000
-0.109387,-0.196472,-1.895691,73103764484374.000000
-0.400378,-0.132751,1.124670,73103964370989.000000
2.210047,0.121069,2.554138,73104165140155.000000
0.797571,0.450293,2.033752,73104365313801.000000
-0.516138,-0.722168,-3.139307,73104564994374.000000
-1.653552,0.237891,-0.803943,73104765221822.000000
-0.630835,-0.013806,-1.263794,73104965458749.000000
0.539502,-0.270813,0.870850,73105165862238.000000
1.646118,0.150806,3.059656,73105366957967.000000
0.789075,0.042480,0.767834,73105566183228.000000
-1.347693,-0.375952,-2.818579,73105766293332.000000
-1.100244,0.214526,-0.560742,73105966601092.000000
-0.946252,0.096643,-1.703467,73106166740415.000000
1.406103,-0.368518,1.163965,73106367017446.000000
1.672668,0.196472,2.922656,73106567243175.000000
0.304797,-0.178418,-0.570300,73106767638800.000000
-1.366809,-0.150806,-1.628064,73106968593019.000000
-0.215588,-0.227271,-1.358313,73107167845206.000000
-0.608533,-0.001062,-0.609595,73107368810987.000000
2.161194,0.044604,2.398022,73107570045466.000000
1.141663,0.655261,2.838757,73107768476091.000000
-0.348340,-0.637207,-1.808606,73107968683591.000000
-3.067090,0.253821,-1.391235,73108169343435.000000
-1.115112,0.135937,-1.878699,73108369129737.000000
-0.304797,-0.344092,0.355774,73108570388956.000000
2.771851,0.047791,3.321973,73108769541872.000000
0.474719,0.751904,2.202612,73108969763070.000000
0.024426,-1.081128,-3.544995,73109170177080.000000
-1.554785,-0.010620,-0.641455,73109370594684.000000
-0.557556,-0.077527,-1.652490,73109572132080.000000
0.094519,-0.283557,1.095996,73109770642601.000000
2.232349,0.127441,2.557324,73109970867393.000000
0.529944,0.465161,1.860645,73110171960778.000000
-0.444983,-0.671191,-2.988501,73110371289372.000000
-1.534607,-0.041418,-0.675439,73110571913278.000000
-0.377014,-0.072217,-1.506995,73110771753746.000000
-0.082837,-0.145496,1.517615,73110972838225.000000
2.476611,0.208154,2.475549,73111173884684.000000
0.525696,0.333472,1.564343,73111373147079.000000
0.001062,-0.960059,-3.242322,73111573375829.000000
-1.830908,0.093457,-0.321790,73111772791142.000000
-0.638269,-0.053101,-0.877222,73111973468590.000000
-0.072217,-0.164612,0.588355,73112173798329.000000
1.899939,0.204968,2.017822,73112373475985.000000
0.474719,0.304797,1.374243,73112574473798.000000
-0.249573,-0.545874,-2.610425,73112775612496.000000
-1.292468,0.111511,-0.277185,73112975161402.000000
-0.466223,-0.144434,-1.041834,73113174359162.000000
-0.207092,-0.172046,0.609595,73113376287391.000000
2.467053,-0.086023,1.901001,73113575262443.000000
0.533130,0.471533,1.669482,73113774998693.000000
-0.606409,-0.520386,-2.079419,73113975639579.000000
-2.405457,0.049915,-0.598975,73114175894631.000000
-0.779517,0.006372,-1.333887,73114375705828.000000
0.091333,-0.071155,0.742346,73114576035464.000000
1.799048,0.346216,2.486170,73114776150255.000000
0.701990,0.279309,1.283972,73114976295464.000000
-0.626587,-0.501270,-2.610425,73115176804526.000000
-1.571777,0.106201,-0.276123,73115378153849.000000
-0.701990,-0.066907,-1.595142,73115578235880.000000
-0.467285,-0.164612,0.465161,73115777118328.000000
2.353418,-0.036108,2.164380,73115979116661.000000
0.494897,0.628711,1.707715,73116178212286.000000
-0.266565,-0.547998,-1.667358,73116377779890.000000
-1.734265,0.077527,-1.189453,73116579347546.000000
-0.379138,-0.055225,-1.153345,73116778921713.000000
-0.170984,-0.071155,0.872974,73116978685984.000000
2.368286,-0.093457,2.267395,73117178653744.000000
0.558618,0.352588,1.468762,73117379122442.000000
-0.765710,-0.412061,-2.903540,73117579067650.000000
-1.938171,0.265503,-0.260193,73117779725879.000000
-0.081775,-0.167798,-1.390173,73117980832962.000000
0.175232,-0.194348,1.501685,73118179763327.000000
1.227686,0.270813,2.609363,73118380846296.000000
0.162488,0.161426,0.754028,73118580160462.000000
-1.432654,-0.134875,-2.876990,73118780410150.000000
-1.319019,0.449231,0.618091,73118980568275.000000
